koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_duration,ra,dec,koi_kepmag,koi_score,koi_smass,koi_srad,koi_smet,koi_slogg,koi_steff,koi_tce_plnt_num,koi_model_snr,koi_insol,koi_teq,koi_prad,koi_ror,koi_depth,koi_impact,koi_eccen,koi_disposition_CANDIDATE,koi_disposition_CONFIRMED,koi_disposition_FALSE POSITIVE
CANDIDATE,0,0,0,0,78.0998908,139.49646,2454972.496,8.422,292.30124,38.26704,14.999,0.995,1.039,1.284,0.16,4.238,5779.0,1.0,23.8,12.52,480.0,3.37,0.024047,656.9,0.528,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.27103727,133.14028,2454966.14,2.2759,293.26245,41.36512,14.553,0.98,0.993,0.906,-0.2,4.521,5984.0,1.0,24.6,356.54,1108.0,1.22,0.012297,180.4,0.02,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.27226421,133.21863,2454966.219,2.113,285.20749,45.38435,12.404,0.649,0.944,0.842,0.1,4.563,5450.0,3.0,13.7,218.63,981.0,0.64,0.006951,48.9,0.744,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,2.19251903,132.2332,2454965.233,1.845,285.20749,45.38435,12.404,0.993,0.944,0.842,0.1,4.563,5450.0,4.0,6.6,533.25,1225.0,0.37,0.004065,18.1,0.616,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,3.53232429,134.74727,2454967.747,2.765,295.65149,49.261292,14.972,0.996,1.035,0.956,0.14,4.492,5761.0,1.0,12.8,427.65,1159.0,1.43,0.013699,224.2,0.299,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,1,15.03946326,144.137461,2454977.137,5.1008,294.73282,40.150341,11.997,0.0,1.236,1.441,-0.1,4.212,6501.0,1.0,181.6,202.6,962.0,12.36,0.07857,5237.7,0.902,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,4.702495974,136.308468,2454969.308,2.3421,294.51746,38.956341,14.916,0.0,0.842,0.878,-0.06,4.476,5408.0,1.0,101.1,219.08,981.0,37.24,0.388365,4787.3,1.303,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,10.44087398,137.97113,2454970.971,3.743,295.164,39.201408,15.104,1.0,0.936,0.981,-0.06,4.426,5738.0,1.0,22.2,111.52,829.0,3.41,0.031855,821.5,0.914,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,39.7557642,150.60745,2454983.607,1.958,292.37979,47.644611,15.439,0.582,0.513,0.511,-1.1,4.732,4405.0,2.0,10.2,2.64,325.0,13.72,0.245914,621.8,1.219,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,10.27127527,135.17631,2454968.176,3.029,292.37979,47.644611,15.439,0.988,0.513,0.511,-1.1,4.732,4405.0,1.0,17.5,16.02,510.0,0.94,0.016888,343.5,0.046,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,12.5722897,143.0663,2454976.066,4.765,287.85699,40.54718,12.885,0.991,1.037,1.169,-0.06,4.319,6084.0,1.0,12.4,145.82,886.0,1.09,0.008561,86.5,0.252,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,40.8366307,152.87346,2454985.873,4.956,295.10242,40.572392,14.05,0.983,0.893,0.925,0.0,4.457,5529.0,1.0,18.7,14.3,496.0,1.5,0.014897,264.8,0.363,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,1,11.7761073,142.70558,2454975.706,2.829,294.1239,48.348999,15.005,0.0,0.719,0.689,-0.4,4.618,5096.0,1.0,15.1,34.75,619.0,1.31,0.017456,281.3,0.829,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,29.7123181,151.5603,2454984.56,70.3707,295.14294,49.993069,11.549,0.0,1.299,1.921,-0.14,3.984,6440.0,1.0,130.0,135.31,870.0,46.43,0.221351,385.4,1.202,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,20.6180348,145.51232,2454978.512,3.267,285.57434,49.962269,15.254,0.993,0.581,0.576,0.48,4.681,3757.0,2.0,16.3,3.92,359.0,1.57,0.024893,769.5,0.155,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,19.9401211,142.34849,2454975.348,4.283,286.15015,37.411369,15.922,0.952,0.853,0.763,-0.4,4.596,5623.0,1.0,18.0,28.29,588.0,2.42,0.029059,758.9,0.862,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,22.2420032,144.72364,2454977.724,7.532,289.03302,40.086891,12.816,0.991,1.219,2.164,-0.12,3.854,5979.0,1.0,16.2,195.54,954.0,2.04,0.008612,63.5,0.897,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.88148385,135.12314,2454968.123,2.679,289.68671,41.588928,12.32,0.957,1.03,0.979,0.06,4.469,5854.0,1.0,11.9,423.0,1156.0,0.59,0.005515,36.3,0.252,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,0.577369336,132.425795,2454965.426,1.0852,296.55307,46.96629,14.859,1.0,0.776,0.716,-0.34,4.617,5255.0,1.0,68.3,2239.26,1757.0,1.42,0.01816,400.4,0.032,0.0,0.0,1.0,0.0
FALSE POSITIVE,1,0,0,0,186.65435483,187.3800339,2455020.38,10.51,285.74298,44.85783,15.141,0.4808294015396076,1.0237061189001195,1.7287115530920552,-0.12443124863804753,4.310156613411586,5706.8232800782525,1.24365372098069,259.8950005434192,7745.737022611707,1085.3858276274318,102.89177806760135,0.28364628616454735,23791.335898271922,0.7351054776654712,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,12.720370263,178.528297,2455011.528,2.7306,286.6384,39.487881,10.734,1.0,1.097,1.258,-0.06,4.28,6267.0,1.0,485.5,180.23,934.0,4.75,0.03461,1180.1,0.787,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,0,0,86.59322294,201.0035479,2455034.004,7.98,285.74298,44.85783,15.141,0.4808294015396076,1.0237061189001195,1.7287115530920552,-0.12443124863804753,4.310156613411586,5706.8232800782525,1.24365372098069,259.8950005434192,7745.737022611707,1085.3858276274318,102.89177806760135,0.28364628616454735,23791.335898271922,0.7351054776654712,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,11.96407399,133.15804,2454966.158,4.526,280.31488,43.98571,15.361,1.0,0.922,0.961,-0.26,4.437,5903.0,1.0,22.9,100.96,808.0,3.21,0.030548,784.2,0.903,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,0,1,0,2.493237866,132.63633,2454965.636,2.644,297.11157,47.534691,13.962,0.0,1.375,4.131,-0.06,3.344,5002.0,1.0,20.7,5975.48,2241.0,9.48,0.021013,259.2,0.975,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,12.90467523,144.32009,2454977.32,3.28,291.34259,38.363129,15.07,1.0,0.712,0.722,0.16,4.574,4513.0,1.0,21.2,20.91,545.0,1.49,0.018884,412.4,0.553,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,68.8861017,160.29958,2454993.3,5.925,283.8851,47.637218,12.464,0.939,0.863,1.222,-0.28,4.2,5753.0,1.0,19.5,14.91,501.0,1.47,0.010983,143.9,0.241,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,9.99115241,134.39335,2454967.393,2.657,285.17334,48.770039,15.311,0.998,0.771,0.796,0.18,4.524,4838.0,2.0,16.7,44.77,660.0,1.68,0.019277,391.7,0.691,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.267961416,134.07063,2454967.071,1.3427,280.69046,43.919182,13.047,1.0,1.048,1.237,-0.28,4.275,6395.0,1.0,24.6,834.16,1371.0,1.42,0.010492,127.4,0.255,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,36.292017,132.17691,2454965.177,8.198,295.23926,42.726479,15.251,0.987,1.115,1.615,0.14,4.069,5843.0,1.0,21.4,54.91,694.0,3.1,0.01758,374.7,0.002,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,0.925589891,169.69275,2455002.693,1.967,294.0318,42.468845,10.795,0.0,0.925,24.488,-0.04,1.627,4094.0,1.0,20.6,460202.18,6637.0,50.6,0.018924,400.8,0.616,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,17.25121397,149.886479,2454982.886,2.0371,284.94098,46.56654,15.473,1.0,0.537,0.537,-0.12,4.708,3879.0,2.0,68.6,5.17,385.0,2.64,0.044983,2054.8,0.749,0.0,0.0,1.0,0.0
FALSE POSITIVE,1,0,1,0,1.867281146,132.07744,2454965.077,7.495,299.41333,40.428478,15.6,0.0,1.095,1.025,-0.02,4.457,6117.0,1.0,58.5,1405.94,1561.0,31.18,0.278578,701.1,1.252,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,9.30991834,136.39785,2454969.398,3.455,291.60675,42.035919,13.799,1.0,0.996,1.101,0.06,4.353,5806.0,1.0,19.2,164.38,913.0,1.21,0.010094,114.5,0.551,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,18.1209388,134.17616,2454967.176,3.781,295.70517,39.75684,15.486,0.999,0.75,0.774,0.02,4.536,4905.0,1.0,15.8,20.58,543.0,1.68,0.019889,504.2,0.108,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,3.23941775,133.98383,2454966.984,2.569,282.95694,42.825619,13.658,1.0,0.934,0.858,-0.46,4.541,6075.0,1.0,17.2,511.14,1213.0,0.77,0.008203,77.4,0.386,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.98864999,134.8296,2454967.83,3.516,284.72894,46.206478,15.016,0.993,0.997,1.188,0.16,4.288,5692.0,1.0,12.4,547.73,1233.0,1.15,0.008903,94.2,0.355,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,2.524017517,133.85946,2454966.859,1.1968,293.94116,41.5905,15.55,0.97,0.849,0.871,-0.06,4.487,5420.0,1.0,19.8,495.14,1203.0,1.5,0.01576,303.0,0.077,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,25.1123362,146.3464,2454979.346,7.922,285.36517,49.201561,15.527,0.651,1.049,1.112,-0.06,4.367,6133.0,1.0,11.8,53.73,691.0,2.22,0.018288,398.8,0.007,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,2.121023807,170.85004,2455003.85,0.3673,285.36517,49.201561,15.527,0.1972,1.049,1.112,-0.06,4.367,6133.0,1.4,6.4,1446.5,1573.0,5.75,0.047334,263.9,1.0045,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,33.18089453,136.482018,2454969.482,15.24,291.80984,45.435478,13.226,0.4808294015396076,1.0237061189001195,1.7287115530920552,-0.12443124863804753,4.310156613411586,5706.8232800782525,1.24365372098069,259.8950005434192,7745.737022611707,1085.3858276274318,102.89177806760135,0.28364628616454735,23791.335898271922,0.7351054776654712,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,3.55557922,132.75203,2454965.752,3.24,294.99585,45.119579,13.845,1.0,0.926,1.082,-0.16,4.337,5839.0,1.0,15.5,615.03,1270.0,0.84,0.007131,60.4,0.269,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,31.2012202,140.07042,2454973.07,4.077,291.34259,38.363129,15.07,1.0,0.712,0.722,0.16,4.574,4513.0,2.0,13.7,6.44,406.0,1.47,0.018653,360.1,0.714,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,22.5968256,140.42654,2454973.427,6.179,286.02612,44.782871,13.584,0.972,0.889,1.104,-0.04,4.301,5610.0,1.0,22.2,47.7,670.0,1.3,0.010811,142.9,0.062,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,45.3486381,142.25049,2454975.25,4.858,286.02612,44.782871,13.584,0.973,0.889,1.104,-0.04,4.301,5610.0,2.0,15.9,18.84,531.0,1.61,0.013356,162.9,0.847,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,5.25419589,133.72952,2454966.73,2.9878,292.31512,40.838821,15.659,1.0,1.053,0.987,-0.14,4.472,6123.0,1.0,26.1,338.15,1093.0,2.12,0.019706,461.8,0.007,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,5.90608902,131.56096,2454964.561,2.409,288.20764,45.683479,15.466,1.0,1.049,0.961,-0.02,4.493,5966.0,1.0,9.3,247.83,1012.0,1.77,0.016855,340.7,0.025,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,13.81504449,181.12621,2455014.126,2.3244,284.9986,50.14679,14.216,1.0,0.515,0.509,0.02,4.736,3732.0,1.0,46.7,5.52,391.0,1.91,0.034399,1032.6,0.868,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,12.4128518,140.35679,2454973.357,4.298,291.4743,44.68351,13.539,0.974,1.039,1.346,-0.02,4.196,5945.0,1.0,19.4,179.24,933.0,1.5,0.010188,108.1,0.711,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,3.92453009,132.40179,2454965.402,3.691,292.6904,37.93457,15.708,0.999,0.939,0.849,-0.18,4.554,5776.0,1.0,25.3,314.25,1074.0,1.82,0.019616,463.5,0.112,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,11.60653061,134.41637,2454967.416,2.194,292.90161,38.297081,15.701,1.0,0.686,0.701,-0.14,4.582,4703.0,1.0,17.8,27.47,584.0,1.88,0.024534,771.7,0.024,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,2.66831274,131.68823,2454964.688,2.4141,296.07568,45.62706,15.553,1.0,0.996,0.899,-0.04,4.528,5806.0,1.0,23.3,581.38,1252.0,1.48,0.015027,266.2,0.333,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,2.9322509,133.7648,2454966.765,2.931,295.85266,47.503578,15.662,0.001,1.043,0.966,-0.16,4.487,6106.0,1.0,13.1,700.81,1312.0,1.33,0.0126,181.2,0.457,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,23.4772553,145.3641,2454978.364,6.735,288.09564,40.365971,13.973,0.993,1.046,1.121,-0.24,4.361,6384.0,1.0,17.6,70.05,738.0,1.34,0.010955,141.4,0.013,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,66.5576728,181.3241,2455014.324,10.532,293.57394,45.384541,14.074,0.956,1.648,3.405,0.26,3.591,5734.0,1.0,21.3,77.68,757.0,4.96,0.013335,214.2,0.254,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,2.01948607,132.9238,2454965.924,5.248,295.5582,50.828388,15.415,0.001,0.985,0.944,-0.1,4.481,5884.0,1.0,27.9,988.37,1430.0,2.15,0.020811,275.4,0.977,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,3.04468229,132.464,2454965.464,5.951,293.67426,45.517239,14.028,0.0,0.81,0.98,-0.24,4.363,5575.0,1.0,22.2,566.03,1244.0,0.86,0.008074,71.4,0.623,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,0,15.05028313,141.53522,2454974.535,1.848,291.13638,50.575939,15.612,0.2,1.102,0.989,0.21,4.49,5887.0,1.0,13.4,69.16,735.0,2.46,0.022798,615.2,0.3125,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,2.455240626,170.821762,2455003.822,1.72722,292.87289,41.06427,15.979,0.999,0.587,0.568,0.32,4.697,3793.0,1.0,1341.6,67.3,730.0,10.6,0.170837,36912.0,0.144,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,9.08233411,139.65489,2454972.655,2.008,286.60416,42.440319,15.4,0.918,0.884,0.788,-0.08,4.587,5354.0,1.0,15.8,68.75,734.0,1.35,0.015633,296.9,0.262,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,0.790539912,131.87702,2454964.877,1.0567,282.40594,46.90448,14.864,0.0,0.747,0.767,0.1,4.541,4791.0,1.0,31.5,1200.65,1502.0,1.24,0.014827,277.3,0.008,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,1.705782214,133.15607,2454966.156,1.007,295.06241,49.049278,15.272,0.0,0.89,1.009,0.18,4.38,5387.0,1.0,11.5,1060.41,1455.0,1.82,0.016508,278.0,0.709,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,1,0,0.532086296,131.9134,2454964.913,4.023,292.48703,41.311119,15.397,0.0,0.773,0.698,-0.4,4.636,5271.0,1.0,85.2,2417.28,1790.0,16.99,0.222839,495.8,1.199,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,47.7052566,146.3164,2454979.316,5.959,294.00543,46.310692,16.22,1.0,0.669,0.672,-0.14,4.609,4551.0,1.0,22.8,3.42,347.0,2.89,0.039415,1161.5,0.918,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,6.238535444,171.706325,2455004.706,3.5255,286.6384,39.487881,10.734,1.0,1.097,1.258,-0.06,4.28,6267.0,2.0,274.5,465.61,1185.0,2.53,0.018412,401.6,0.008,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,86.829519,189.26162,2455022.262,7.464,297.48669,46.996712,15.474,0.937,0.482,0.463,0.16,4.791,3576.0,1.0,15.1,0.35,196.0,1.68,0.0332,751.0,0.953,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,9.95667035,136.5827,2454969.583,3.534,283.2645,41.711449,15.309,0.998,1.048,1.115,-0.08,4.365,6165.0,1.0,16.8,189.48,946.0,3.41,0.028013,586.8,0.949,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,10.41728722,137.45784,2454970.458,4.125,288.58835,42.605659,14.746,0.996,0.936,1.151,0.14,4.288,5557.0,1.0,20.3,135.34,870.0,1.64,0.013087,210.4,0.12,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,0.984941669,133.31801,2454966.318,1.9724,285.40494,49.99474,13.835,1.0,1.121,1.662,0.14,4.046,5825.0,1.0,22.9,7044.68,2335.0,1.49,0.008209,81.4,0.045,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,0.663085361,131.97961,2454964.98,1.1522,297.84149,46.967682,15.304,1.0,0.878,0.767,0.07,4.6,5172.0,1.0,35.3,1894.94,1681.0,1.6,0.019059,322.7,0.841,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,19.1187425,138.42824,2454971.428,6.805,295.59125,42.555241,14.838,1.0,1.097,1.463,0.16,4.148,5862.0,1.0,20.5,108.48,823.0,2.33,0.014589,217.5,0.74,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,1.08749101,131.77034,2454964.77,1.6192,297.85938,40.326939,13.214,0.0,1.469,3.204,-0.22,3.594,5988.0,1.0,33.5,21388.7,3081.0,4.91,0.014029,126.4,0.979,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,0,1.183818383,131.88403,2454964.884,1.393,297.04852,46.867981,14.675,0.0,1.029,0.992,-0.06,4.459,6014.0,1.0,12.7,2337.65,1775.0,0.91,0.008438,84.3,0.17,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,4.98845099,133.74684,2454966.747,7.453,296.44901,46.623589,15.331,0.0,0.868,0.961,-0.2,4.411,5695.0,1.0,23.3,292.71,1055.0,1.33,0.01264,193.9,0.041,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,3.543919702,136.26075,2454969.261,1.8717,284.94098,46.56654,15.473,1.0,0.537,0.537,-0.12,4.708,3879.0,4.0,38.2,42.68,652.0,1.21,0.020559,507.0,0.022,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,8.28157072,136.25775,2454969.258,3.1,296.603,44.14082,14.273,0.427,0.976,1.175,0.16,4.288,5640.0,1.0,12.9,197.82,956.0,1.37,0.010655,139.2,0.042,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,0.82628442,132.26993,2454965.27,0.9603,293.13705,42.350479,14.434,1.0,0.886,0.829,0.16,4.548,5218.0,1.0,25.6,1654.69,1629.0,0.96,0.010598,134.9,0.28,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,6.37705295,136.91384,2454969.914,1.949,281.59235,43.177879,15.522,1.0,1.08,0.965,0.36,4.503,5672.0,1.0,17.9,180.66,935.0,2.15,0.02038,502.8,0.234,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,8.83929462,135.54125,2454968.541,1.719,290.98923,50.30806,15.102,0.999,0.855,0.87,0.04,4.491,5330.0,1.0,14.8,86.5,778.0,1.94,0.020396,316.2,0.924,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,0,0.631795416,132.53963,2454965.54,1.0703,290.84714,37.864052,14.676,0.0,1.256,1.519,-0.04,4.173,6414.0,1.0,24.7,14547.08,2797.0,1.88,0.011358,145.2,0.433,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,7.56126152,135.6368,2454968.637,2.851,284.28714,42.35561,14.64,0.992,0.99,0.895,-0.1,4.529,5853.0,1.0,15.7,149.17,891.0,1.2,0.012323,180.6,0.253,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,34.9897847,144.20912,2454977.209,4.208,293.51108,45.136589,15.987,0.985,0.526,0.521,0.02,4.725,3765.0,1.0,11.5,1.71,292.0,1.14,0.020074,498.5,0.034,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,7.05429483,136.18961,2454969.19,1.716,293.51108,45.136589,15.987,0.983,0.526,0.521,0.02,4.725,3765.0,2.0,11.2,14.46,497.0,1.0,0.017602,359.3,0.48,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,2.27050106,133.54216,2454966.542,1.903,298.41931,45.071442,14.363,0.911,0.534,0.528,-1.3,4.721,4671.0,1.0,15.9,157.05,903.0,0.55,0.009599,106.7,0.473,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,26.7838935,140.75396,2454973.754,4.584,296.55005,49.102322,14.803,1.0,0.869,0.856,0.14,4.512,5242.0,1.0,20.9,17.69,523.0,1.59,0.017057,365.3,0.036,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,45.126216,165.42066,2454998.421,6.656,297.37509,46.662209,14.689,1.0,1.191,1.169,-0.1,4.378,6499.0,1.0,17.1,31.54,604.0,2.32,0.018205,373.1,0.49,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,11.94019101,136.55603,2454969.556,2.866,287.52203,51.375858,15.912,0.986,0.856,0.748,0.07,4.607,5073.0,1.0,15.6,35.99,625.0,1.86,0.022753,631.7,0.348,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,1,3.51295674,133.78198,2454966.782,3.06,295.96283,50.24025,13.51,0.0,1.053,1.17,-0.28,4.326,6453.0,1.0,22.5,999.6,1434.0,1.1,0.008609,83.1,0.499,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,48.4313003,141.45612,2454974.456,4.03,285.23245,48.806721,15.605,0.985,0.776,0.805,0.16,4.516,4891.0,1.0,17.3,5.81,396.0,2.78,0.03163,886.4,0.846,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,7.203855862,170.285731,2455003.286,2.5418,292.29459,40.591789,15.264,1.0,0.541,0.539,-0.02,4.708,3834.0,1.0,101.1,15.87,509.0,2.25,0.038237,1765.9,0.037,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,6.73808701,133.32953,2454966.33,2.591,291.62878,41.208599,13.942,0.922,0.793,0.769,-0.12,4.566,5168.0,1.0,14.4,90.19,786.0,0.73,0.008644,92.9,0.148,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,7.57571414,138.2166,2454971.217,2.357,295.0174,40.728001,15.614,0.0,1.241,1.171,0.07,4.395,6418.0,1.0,12.8,315.8,1075.0,2.45,0.019126,418.5,0.413,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,4.76887671,132.09888,2454965.099,1.672,294.50977,40.726452,13.388,0.0,1.058,1.855,-0.36,3.926,6063.0,1.0,20.0,1303.61,1532.0,2.11,0.01042,115.8,0.654,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.347512632,132.127858,2454965.128,1.9817,298.77756,44.119942,15.894,1.0,0.658,0.685,-0.78,4.585,5316.0,1.0,88.7,775.18,1346.0,23.45,0.313479,2651.8,1.252,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,0.512581697,132.80609,2454965.806,1.5789,295.46658,46.012402,15.338,0.0,0.918,0.82,-0.1,4.571,5547.0,1.0,45.2,3827.79,2009.0,1.32,0.01472,259.1,0.283,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,0,12.07760884,140.46287,2454973.463,2.233,288.77112,39.66798,14.166,0.0,0.771,0.845,-0.24,4.471,5370.0,1.0,14.0,59.51,708.0,1.03,0.011165,151.0,0.264,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,18.55581565,132.07105,2454965.071,5.372,291.28772,50.909149,13.506,1.0,2.734,8.841,0.56,2.982,5988.0,1.0,33.2,2442.24,1793.0,20.83,0.021575,565.9,0.073,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,13.33094869,133.78632,2454966.786,1.426,281.26013,42.40329,14.847,1.0,0.976,1.039,-0.18,4.394,5991.0,1.0,17.1,104.37,815.0,25.95,0.228694,725.6,1.199,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,0,0,1,6.38315744,132.30539,2454965.305,1.7075,285.57492,49.960892,15.554,0.0,0.786,0.714,-0.34,4.623,5262.0,1.0,23.8,91.0,787.0,2.35,0.030114,1112.6,0.029,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,27.52194772,189.824523,2455022.825,4.047,287.85812,42.542629,15.108,1.0,0.531,0.511,-0.02,4.746,3780.0,1.0,106.5,2.28,314.0,2.47,0.044275,2312.8,0.35,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,16.1289679,143.75518,2454976.755,6.271,285.27643,39.446911,15.022,1.0,0.888,1.087,0.18,4.314,5392.0,1.0,21.3,61.87,715.0,2.94,0.024747,389.0,0.968,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,13.5631157,140.65364,2454973.654,5.438,297.33945,46.347252,15.785,0.978,0.99,0.895,-0.1,4.529,5853.0,1.0,15.4,68.41,733.0,1.75,0.017929,336.4,0.704,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,16.2959916,133.90784,2454966.908,2.116,294.47833,46.945862,15.243,0.894,0.932,0.961,0.16,4.442,5495.0,1.0,15.7,49.81,678.0,1.83,0.0174,369.6,0.213,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,4.16056658,132.27418,2454965.274,2.61,284.90302,43.95396,13.889,0.986,0.914,0.815,-0.06,4.574,5481.0,1.0,16.3,222.54,985.0,0.7,0.007855,75.8,0.069,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,2.93101771,131.92959,2454964.93,2.231,283.02725,47.249882,15.484,0.001,0.716,0.788,-0.56,4.5,5485.0,1.0,15.0,390.28,1134.0,1.15,0.013311,199.1,0.523,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,39.79220077,175.250558,2455008.251,4.466,284.05954,44.518215,9.705,0.997,0.829,0.781,-0.24,4.571,5437.0,1.0,179.5,10.38,458.0,1.9,0.022303,610.4,0.019,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,1,16.2276756,136.62586,2454969.626,3.699,297.18564,46.825298,15.388,0.0,0.796,0.883,-0.1,4.447,5328.0,1.0,20.5,41.57,648.0,2.11,0.021927,525.8,0.633,0.0,0.0,0.0,1.0
