koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0,koi_duration,ra,dec,koi_kepmag,koi_score,koi_smass,koi_srad,koi_smet,koi_slogg,koi_steff,koi_tce_plnt_num,koi_model_snr,koi_insol,koi_teq,koi_prad,koi_ror,koi_depth,koi_impact,koi_eccen,koi_disposition_CANDIDATE,koi_disposition_CONFIRMED,koi_disposition_FALSE POSITIVE
CANDIDATE,0,0,0,0,1.090011003,131.58066,2454964.581,1.5,291.65952,50.583881,15.753,0.998,0.864,0.77,0.12,4.596,5081.0,2.0,12.6,911.28,1402.0,1.04,0.012356,174.8,0.531,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,18.2572722,134.44527,2454967.445,3.434,293.34497,39.257809,12.914,0.999,0.756,0.756,-0.1,4.559,5014.0,2.0,17.3,21.16,547.0,0.94,0.011442,157.5,0.412,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,34.2115022,154.57508,2454987.575,4.947,286.66296,47.4137,14.017,0.998,0.774,0.721,-0.1,4.61,4955.0,3.0,20.7,7.82,427.0,1.15,0.014665,273.8,0.034,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,7.061149921,134.558528,2454967.559,3.33515,284.67484,47.340809,17.115,0.0,0.852,0.798,-0.28,4.564,5585.0,1.0,631.5,118.87,842.0,43.71,0.501653,131260.0,0.912,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.682767439,131.570648,2454964.571,4.58143,291.88657,44.224564,17.743,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,508.4,695.41,1310.0,70.67,0.647193,394410.0,0.509,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,3.711012492,132.488455,2454965.488,3.3394,289.69757,38.408852,13.789,0.0,1.051,1.117,-0.06,4.365,6141.0,1.0,257.4,695.05,1310.0,46.24,0.379062,7559.8,1.272,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,1.780982447,131.520134,2454964.52,3.4297,288.76028,50.176834,16.485,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,324.0,1204.3,1502.0,60.45,0.55359,357700.0,0.002,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.815632406,131.9113803,2454964.911,3.35773,291.63495,41.76569,14.42,0.0,2.485,2.408,0.07,4.07,9954.0,1.0,1413.9,32652.55,3429.0,108.78,0.413671,61574.0,1.04,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,205.5833309,234.746256,2455067.746,6.0353,291.52313,37.887642,15.247,0.0,1.0,0.915,-0.5,4.516,6328.0,1.0,216.1,2.58,323.0,42.69,0.427207,24872.0,1.215,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,4.309067482,134.71445,2454967.714,2.21,294.29193,46.161968,16.77,0.0,0.761,0.789,0.08,4.526,4897.0,1.0,82.0,142.6,882.0,101.41,1.176969,23647.0,1.993,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,36.4721523,159.7848,2454992.785,2.673,287.94504,42.413551,11.894,0.0,0.99,0.895,-0.1,4.529,5853.0,1.0,7.7,18.29,527.0,0.7,0.007177,52.6,0.738,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,111.0396205,161.93506,2454994.935,25.751,299.84598,40.84531,14.587,0.0,0.71,0.777,-0.58,4.509,5470.0,1.0,201.9,2.97,335.0,8.6,0.101402,9356.2,0.851,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,3.187087241,132.8582,2454965.858,7.2897,290.19952,37.776989,16.988,0.001,2.799,23.673,0.07,2.137,4599.0,1.0,197.0,62743.06,4037.0,928.96,0.359353,129090.0,0.665,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.023470248,131.703274,2454964.703,2.3804,300.45883,43.936024,17.506,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,262.2,2522.39,1807.0,100.39,0.919362,129530.0,1.409,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,0.875267982,132.03224,2454965.032,1.6038,294.31912,49.532131,15.207,0.0,0.742,0.898,-0.74,4.402,5821.0,1.0,44.9,3157.34,1910.0,39.19,0.399678,11701.0,1.258,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,5.55260695,132.08428,2454965.084,4.1178,292.4393,45.952358,9.687,0.0,0.935,116.965,0.02,0.273,3306.0,1.0,60.7,404932.04,6436.0,2674.69,0.209409,727.6,1.174,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,1,2.347479696,133.67205,2454966.672,26.25,298.28323,45.130939,14.177,0.0,0.953,1.138,-0.14,4.305,5891.0,1.0,261.1,1207.51,1502.0,60.5,0.486841,81996.0,1.051,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,1,1.13353095,132.4414,2454965.441,3.17,291.15805,42.576279,13.145,0.0,1.046,1.121,-0.18,4.36,6318.0,1.0,11.1,3840.87,2006.0,0.49,0.003967,18.5,0.117,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,0.890745373,131.884401,2454964.884,1.9215,295.78812,42.846355,18.59,0.005,1.0,1.0,0.0,4.438,5780.0,1.0,239.6,3015.62,1892.0,36.92,0.338117,120030.0,0.599,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,440.7843755,139.3535,2454972.354,21.693,288.47485,40.65136,13.771,0.0,1.031,1.393,-0.38,4.163,6340.0,1.0,181.0,2.14,308.0,7.23,0.047554,2579.0,0.424,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,2.723858181,133.57632,2454966.576,1.4313,289.34863,50.482861,15.561,0.0,0.728,0.733,0.4,4.57,4416.0,1.0,23.8,154.53,900.0,7.13,0.089031,5497.0,0.913,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,0.635441862,131.966607,2454964.967,1.9827,285.08014,39.183899,16.675,0.0,1.0,1.0,0.0,4.438,5780.0,2.0,317.1,4750.98,2118.0,56.3,0.515605,147610.0,0.872,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,3.255189932,134.6015,2454967.601,2.7117,292.52734,40.745201,13.088,0.0,0.977,1.256,-0.02,4.23,5807.0,1.0,38.3,880.52,1390.0,1.39,0.010158,119.2,0.447,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,2.531140101,132.49471,2454965.495,20.399,298.57938,40.365108,15.209,0.0,0.84,0.75,-0.22,4.607,5325.0,1.0,304.2,346.06,1100.0,32.12,0.392165,11786.0,1.249,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,0.938750221,131.68256,2454964.683,1.3568,296.05405,45.827049,14.86,1.0,0.964,0.886,0.16,4.527,5497.0,1.0,47.4,1874.28,1676.0,1.46,0.01514,280.7,0.013,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,1,0,2.992704682,133.29518,2454966.295,1.2585,299.55338,45.522049,13.957,0.0,1.755,3.915,0.12,3.497,5908.0,1.0,39.9,6932.19,2328.0,7.86,0.018393,361.1,0.647,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,6.12810722,137.03456,2454970.035,2.824,293.5192,41.671791,13.186,0.0,1.46,1.667,-0.14,4.158,7245.0,1.0,17.5,1237.9,1513.0,39.52,0.217095,2336.0,1.159,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,2.115511511,131.99137,2454964.991,8.5116,287.17935,38.433701,15.582,0.0,0.656,0.661,0.18,4.615,4188.0,1.0,153.3,152.34,897.0,36.16,0.500992,25805.0,1.278,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.446736567,133.968534,2454966.969,5.0201,298.95847,40.863552,17.991,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,1037.3,788.17,1351.0,71.52,0.654961,415860.0,0.477,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,21.3779536,157.8164,2454990.816,24.872,293.65988,40.361942,19.065,0.0,0.883,3.484,-0.24,3.3,4905.0,1.0,101.9,300.32,1062.0,173.18,0.455185,255240.0,0.0,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,4.350460215,132.27239,2454965.272,2.5276,290.22836,40.355389,15.929,0.0,1.185,1.416,-0.3,4.208,6585.0,1.0,247.2,1107.34,1472.0,533.08,3.447527,50424.0,4.203,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,22.77194512,133.84261,2454966.843,10.1995,298.91165,47.658298,13.436,0.0,0.812,4.61,-0.76,3.02,5073.0,1.0,208.6,584.54,1254.0,251.93,0.500445,30246.0,1.263,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,67.844689,149.5007,2454982.501,11.757,296.06433,45.428619,13.996,0.808,1.212,1.812,0.24,4.005,5878.0,2.0,18.9,29.08,592.0,2.65,0.013389,211.2,0.368,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,27.3214242,154.29833,2454987.298,4.836,289.19958,49.305721,14.513,1.0,1.0,1.451,0.16,4.115,5592.0,2.0,14.9,58.35,705.0,3.61,0.022773,279.6,0.983,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,9.84883968,135.993,2454968.993,5.7425,295.33884,40.037289,16.35,0.0,1.198,1.31,-0.44,4.281,6938.0,2.0,236.6,390.19,1134.0,63.42,0.443343,22012.0,1.25,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,10.23335969,139.7882155,2454972.788,7.55,301.11429,44.825802,11.614,0.0,0.9241999999999999,0.9231999999999999,-0.7799999999999999,4.4838,5583.2,2.0,10.36,11734.077999999998,393.4,1.1480000000000001,0.0114766,183.26,0.31776,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,227.6625222,232.241995,2455065.242,5.5072,290.58289,48.960411,14.984,0.0,0.959,1.007,-0.34,4.414,6124.0,1.0,227.5,2.46,319.0,44.24,0.402352,13895.0,1.25,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,1.06100873,132.521276,2454965.521,2.6715,297.87793,40.10471,15.564,0.0,0.855,0.947,0.44,4.417,5080.0,1.0,174.9,1434.99,1568.0,9.14,0.088429,6367.1,0.882,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,0.623393802,131.599128,2454964.599,1.40392,294.31943,46.619598,16.18,0.0,0.632,0.639,-0.14,4.628,4330.0,1.0,867.8,849.08,1379.0,28.21,0.404339,30192.0,1.137,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,0.65355361,132.058957,2454965.059,1.63,290.96622,51.504719,15.692,0.761,0.666,0.66,-0.18,4.622,4550.0,1.0,217.4,1004.07,1437.0,22.95,0.318427,4595.9,1.226,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,2.3702932,133.6801,2454966.68,1.666,294.51126,38.790501,15.54,1.0,0.963,0.868,-0.02,4.545,5668.0,2.0,7.0,588.1,1256.0,1.29,0.013622,224.8,0.003,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,1,0.566793534,131.8368,2454964.837,4.714,291.18686,42.591022,11.476,0.0,1.291,138.056,-0.18,0.269,3420.0,1.0,40.4,10947554.55,14667.0,122.64,0.008135,92.4,0.06,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.873380717,131.795634,2454964.796,10.1083,290.47421,38.427368,14.807,0.0,0.96,1.171,-0.22,4.283,5992.0,1.0,1513.7,1830.27,1669.0,89.79,0.702166,538720.0,0.27,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,1.87337894,131.796393,2454964.796,9.1328,290.47714,38.42691,12.708,0.0,0.949,5.721,-0.1,2.9,4740.0,1.0,223.1,17342.01,2925.0,51.11,0.081812,5444.0,0.883,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,7.50023955,137.38848,2454970.388,2.916,295.36914,40.787121,13.61,0.0,1.014,0.919,-0.02,4.517,5849.0,1.0,29.0,155.6,901.0,21.06,0.209878,273.2,1.194,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,23.6270348,150.0362,2454983.036,11.481,299.21881,44.181862,16.375,0.0,0.805,0.857,-0.08,4.477,5305.0,1.0,78.4,23.17,560.0,21.71,0.231978,8433.0,1.096,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,0.716709897,132.050846,2454965.051,0.7466,282.19843,46.52029,12.224,0.0,0.811,2.742,-0.72,3.471,5173.0,1.0,47.6,22605.13,3124.0,66.73,0.222864,932.5,1.182,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,2.248063246,132.75441,2454965.754,5.1297,294.77063,39.751202,14.434,0.0,1.157,1.112,-0.04,4.409,6325.0,1.0,87.9,1421.38,1566.0,30.38,0.250172,631.7,1.225,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,0,0,63.3278636,165.22656,2454998.227,47.0744,291.55862,44.48819,10.42,0.0,0.938,5.198,-0.38,2.979,4919.0,3.0,619.6,152.49,896.0,54.17,0.095439,11515.0,0.003,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,219.3215562,320.72862,2455153.729,12.4124,287.47763,46.141178,15.273,1.0,1.117,1.012,0.07,4.476,6063.0,1.0,93.8,2.27,313.0,6.11,0.055313,3628.7,0.244,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,245.4382021,361.302835,2455194.303,14.502,298.7836,43.854832,12.777,0.0,0.866,0.99,-0.14,4.383,5637.0,1.0,844.7,1.66,289.0,19.17,0.177328,11312.0,1.001,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,178.4129899,218.225235,2455051.225,2.9298,288.32785,38.627621,13.944,0.0,1.064,1.148,0.0,4.346,6078.0,1.0,535.1,4.0,361.0,33.24,0.265158,37510.0,0.936,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,1,0,0,178.44973004,217.6718259,2455050.672,12.86,288.32785,38.627621,13.944,0.0,0.9241999999999999,0.9231999999999999,-0.7799999999999999,4.4838,5583.2,2.0,10.36,11734.077999999998,393.4,1.1480000000000001,0.0114766,183.26,0.31776,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.192004364,132.218114,2454965.218,3.075,290.93845,37.701172,16.654,0.0,0.765,0.687,-0.48,4.642,5306.0,1.0,298.7,369.54,1118.0,37.56,0.500675,99583.0,1.003,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,3.900109346,133.380544,2454966.381,3.9037,290.34445,38.377071,16.597,0.0,0.91,0.969,-0.18,4.424,5791.0,1.0,448.0,427.83,1160.0,40.37,0.381514,126190.0,0.733,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.471060209,132.27522,2454965.275,4.3708,295.74377,50.830921,15.009,0.0,1.979,2.911,-0.28,3.806,8749.0,1.0,563.0,43941.18,3693.0,165.15,0.519524,148440.0,0.895,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,1,0,0,0.73553763,131.5246162,2454964.525,2.0,295.74377,50.830921,15.009,0.4808294015396076,1.0237061189001195,1.7287115530920552,-0.12443124863804753,4.310156613411586,5706.8232800782525,1.24365372098069,259.8950005434192,7745.737022611707,1085.3858276274318,102.89177806760135,0.28364628616454735,23791.335898271922,0.7351054776654712,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,213.3990406,274.209685,2455107.21,6.5043,293.49066,48.095371,13.381,0.0,1.435,1.83,-0.16,4.069,6960.0,1.0,370.9,11.32,468.0,35.2,0.176124,13930.0,0.981,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,6.40802979,134.0732,2454967.073,2.9288,295.15491,43.444321,14.078,0.0,1.017,1.194,-0.26,4.293,6261.0,1.0,108.2,424.01,1157.0,51.44,0.394488,7784.1,1.287,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,2.38920105,132.05991,2454965.06,3.15,291.88754,44.345619,15.366,0.207,1.0006,1.1542,-0.03400000000000001,4.3498,5696.8,1.0,17.14,752.42,1336.2,1.1640000000000001,0.010447999999999999,181.52,0.414,0.0,1.0,0.0,0.0
FALSE POSITIVE,1,0,0,1,0.962835804,132.198475,2454965.198,4.9844,297.69974,40.641468,10.82,0.0,1.104,32.244,0.07,1.464,3982.0,1.0,209.2,602806.92,7100.0,458.02,0.130081,14328.0,0.836,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,4.639602084,135.09909,2454968.099,3.4636,296.35413,48.863621,16.803,0.022,0.868,1.194,-0.56,4.223,6078.0,1.0,131.0,643.95,1285.0,19.96,0.153067,25079.0,0.634,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,2.991885335,134.17581,2454967.176,7.4319,298.57819,40.67548,14.011,0.0,0.747,0.839,-0.68,4.464,5750.0,1.0,160.2,505.77,1209.0,3.94,0.042959,1356.9,0.95,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,1.327471395,131.583734,2454964.584,5.2334,299.81671,45.332821,15.818,0.0,0.727,0.777,-0.32,4.519,5232.0,1.0,218.7,892.4,1395.0,7.08,0.083455,5673.8,0.897,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,1,0.566792595,131.817,2454964.817,2.637,291.24664,42.562382,12.982,0.0,0.961,1.121,-0.44,4.322,6277.0,1.0,9.4,10020.28,2548.0,0.5,0.004114,19.9,0.068,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.247156944,132.36584,2454965.366,2.6779,294.10733,46.209469,17.474,0.0,1.373,9.67,-0.24,2.605,4770.0,1.0,92.4,68223.38,4120.0,26042.9,24.662711,134760.0,25.224,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,288.3128666,374.79958,2455207.8,5.419,295.20694,45.09819,15.999,0.99,0.969,1.22,0.1,4.252,5672.0,1.0,96.8,1.93,300.0,13.21,0.099153,11181.0,0.525,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,1,1,2.119100054,132.59118,2454965.591,8.2163,294.30585,40.193779,13.835,0.0,1.129,1.078,-0.08,4.426,6292.0,1.0,195.7,1435.29,1571.0,34.34,0.291718,1651.1,1.247,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.466535757,131.992658,2454964.993,0.8222,292.35748,49.514511,15.446,0.0,0.924,1.02,-0.22,4.387,5888.0,1.0,86.1,1849.31,1671.0,4.28,0.038383,1346.4,0.824,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,8.870415578,137.481093,2454970.481,1.2864,290.14914,50.239178,13.579,1.0,0.888,1.514,-0.62,4.027,6022.0,1.0,43.8,414.26,1151.0,39.46,0.238656,873.1,1.206,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,0,1,0,1.49131759,132.1676,2454965.168,4.721,298.30786,41.965389,13.953,0.0,1.303,2.429,-0.12,3.782,6014.0,1.0,10.3,8873.77,2475.0,1.26,0.004751,25.8,0.467,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,19.57783279,131.71421,2454964.714,1.9857,290.44067,38.52356,12.624,1.0,0.971,0.884,0.06,4.533,5620.0,1.0,37.2,35.14,621.0,1.96,0.020303,432.6,0.694,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,1,1,3.04476607,132.43708,2454965.437,9.568,293.68225,45.511398,14.506,0.0,0.91,0.818,-0.18,4.568,5627.0,1.0,67.0,379.01,1126.0,15.7,0.175754,272.6,1.159,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,70.9672087,182.66991,2455015.67,6.9623,293.88541,39.51981,12.72,0.982,1.032,0.986,0.1,4.464,5818.0,1.0,69.3,8.66,438.0,2.84,0.026365,784.7,0.545,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,4.45543346,134.453921,2454967.454,5.116,298.33798,41.075291,17.046,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,508.6,354.27,1106.0,51.69,0.473378,245680.0,0.469,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,14.323889947,135.225964,2454968.226,4.83729,294.59052,41.94651,16.095,0.0,0.99,0.895,-0.1,4.529,5853.0,1.0,834.3,63.62,720.0,45.93,0.469972,69072.0,1.073,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,20.427232317,135.862807,2454968.863,3.46429,296.65707,46.38052,16.677,0.0,1.032,1.121,-0.12,4.354,6167.0,1.0,526.6,74.27,749.0,601.32,4.912193,121810.0,5.499,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,106.18732,180.796,2455013.796,10.29,295.43973,42.209061,10.028,0.805,1.11,152.969,-0.1,0.114,3287.0,1.0,8.6,11829.18,2660.0,231.85,0.01388,266.1,0.027,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,105.6552651,230.09865,2455063.099,9.39,294.61365,45.984619,15.356,1.0,1.01,1.136,0.16,4.331,5741.0,2.0,42.3,6.51,407.0,4.22,0.033986,1366.9,0.371,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,1,0,0,4.029803201,134.422433,2454967.422,4.4301,285.68704,38.26115,16.936,0.0,1.028,1.078,-0.06,4.385,6024.0,1.0,352.3,545.64,1233.0,47.58,0.404176,191070.0,0.17,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,0,1.303858554,131.606872,2454964.607,4.36797,298.13248,41.33427,15.475,0.0,1.057,1.343,-0.24,4.207,6282.0,1.0,904.0,4438.11,2080.0,73.29,0.499714,126640.0,0.928,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,9.74765878,139.16424,2454972.164,2.62,286.86548,41.989079,14.29,0.981,0.826,0.738,-0.18,4.612,5176.0,3.0,11.6,50.3,679.0,0.78,0.009733,102.0,0.658,0.0,1.0,0.0,0.0
CANDIDATE,0,0,0,0,3.18899015,133.52624,2454966.526,2.722,288.64627,50.788979,13.351,1.0,1.071,1.176,0.34,4.327,5700.0,2.0,18.4,693.65,1309.0,0.98,0.007617,66.2,0.526,0.0,0.0,1.0,0.0
CANDIDATE,0,0,0,0,309.89103,259.0588,2455092.059,16.4,293.17212,42.483238,14.706,0.475,1.183,1.155,-0.08,4.386,6450.0,1.0,10.7,2.3,314.0,2.15,0.017056,321.3,0.569,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,0,1.570518376,132.340523,2454965.341,3.2035,295.20288,38.51955,10.055,0.0,3.083,11.82,0.07,2.782,5314.0,1.0,76.7,67267.85,4106.0,450.76,0.349222,2213.2,1.295,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,115.9943364,139.57168,2454972.572,2.4136,298.12396,42.403172,15.852,0.0,0.725,0.735,0.22,4.566,4530.0,1.0,102.4,1.16,265.0,13.66,0.170135,37571.0,0.028,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,0.623441636,131.6792187,2454964.679,1.46001,296.59149,50.490028,15.626,0.2,0.638,0.654,-0.96,4.612,5319.0,1.0,164.7,2025.22,1711.0,29.19,0.408688,19340.0,1.2127,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,1,1,14.5417471,137.58734,2454970.587,5.6067,292.16907,41.619759,13.763,0.0,1.41,5.922,-0.34,3.042,5032.0,1.0,71.2,1176.23,1494.0,163.25,0.252447,1088.6,1.214,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.81753381,132.8937,2454965.894,2.1551,294.77493,43.592918,14.248,0.0,0.929,1.098,-0.58,4.325,6313.0,1.0,39.3,1180.61,1494.0,52.91,0.441301,3836.0,1.373,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,0.762132307,131.61542,2454964.615,1.22,285.38742,45.049049,14.305,0.994,0.981,0.934,0.16,4.489,5594.0,2.0,11.5,2913.14,1872.0,0.75,0.007382,63.7,0.399,0.0,0.0,1.0,0.0
FALSE POSITIVE,0,0,1,0,56.6993107,146.1473,2454979.147,7.0706,294.07938,39.729641,11.356,0.0,2.1,13.547,0.02,2.497,4727.0,1.0,76.3,598.36,1261.0,539.16,0.364464,5824.7,1.264,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,1,1,161.252247,189.10948,2455022.109,23.467,298.94366,40.40519,14.178,0.0,0.762,0.811,-0.46,4.502,5555.0,1.0,84.1,2.0,303.0,4.49,0.050688,2185.9,0.892,0.0,0.0,0.0,1.0
FALSE POSITIVE,1,0,1,1,0.867719291,132.165597,2454965.166,6.323,298.49451,40.733608,14.445,0.0,1.013,1.056,-0.22,4.398,6220.0,1.0,157.1,4662.2,2106.0,37.79,0.327751,2651.8,1.27,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,1.803697292,131.51365,2454964.514,1.5922,288.86737,39.264961,10.762,0.0,1.054,1.166,-0.26,4.33,6438.0,1.0,25.8,2385.75,1783.0,1.0,0.007829,69.7,0.405,0.0,1.0,0.0,0.0
FALSE POSITIVE,0,1,0,0,0.84112187,132.164939,2454965.165,2.0431,281.7446,44.16964,16.055,0.0414,0.679,0.707,-0.42,4.571,5048.0,1.0,89.7,1240.91,1514.0,39.34,0.509595,75070.0,1.0871,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,0.828326025,132.175806,2454965.176,1.42721,297.20352,41.228909,15.044,0.15360000000000001,0.842,0.978,0.02,4.382,5400.0,1.0,164.5,2739.59,1845.0,49.67,0.465053,10718.0,1.3292,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,1.219324537,131.94673,2454964.947,4.7501,293.76782,46.237591,16.4,0.0,0.844,0.897,-0.08,4.458,5455.0,1.0,241.0,1432.21,1569.0,60.62,0.618896,379060.0,0.489,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.401751509,133.711919,2454966.712,2.0835,297.75845,41.513641,15.927,0.0,0.552,0.557,-0.9,4.688,4577.0,1.0,83.1,146.91,888.0,268.75,4.418495,25044.0,5.25,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,36.97709537,133.6264,2454966.626,5.2063,288.44485,41.172604,17.066,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,204.9,21.08,546.0,59.66,0.546343,217140.0,0.75,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,16.371883638,140.020073,2454973.02,3.44467,298.67557,44.175732,15.879,0.0,0.95,1.415,-0.02,4.114,5642.0,1.0,639.8,117.9,840.0,70.73,0.457732,65927.0,1.066,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.617284592,132.390683,2454965.391,9.5545,300.33557,44.986271,16.304,0.0,1.119,2.649,-0.56,3.641,5510.0,1.0,1215.2,3885.11,2013.0,162.67,0.562361,231450.0,0.743,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,10.14873521,136.02501,2454969.025,5.603,295.19583,42.418911,16.798,0.0,1.059,1.296,-0.26,4.239,6366.0,1.0,250.9,281.19,1045.0,71.11,0.502467,116120.0,0.965,0.0,0.0,0.0,1.0
FALSE POSITIVE,0,1,0,0,2.897436854,132.038502,2454965.039,3.2833,300.87231,44.144318,17.687,0.0,1.0,1.0,0.0,4.438,5780.0,1.0,274.2,627.44,1277.0,64.69,0.592374,289810.0,0.642,0.0,0.0,0.0,1.0
CANDIDATE,0,0,0,0,5.546083089,133.50348,2454966.503,2.717,287.80722,43.188782,12.252,0.0,2.054,4.037,-0.08,3.538,7358.0,1.0,56.4,7027.09,2336.0,22.27,0.050506,2211.0,0.902,0.0,0.0,1.0,0.0
